Wall time,Step,Value
1618560071.0235934,108,0.9597315788269043
1618560082.8294888,109,0.9538800716400146
1618560094.376682,110,0.9595892429351807
1618560106.0065057,111,0.9611306190490723
1618560117.9958432,112,0.9607805609703064
1618560129.8108966,113,0.9652491211891174
1618560141.8827746,114,0.9569685459136963
1618560153.819691,115,0.9607723951339722
1618560165.6686604,116,0.9663723707199097
1618560177.441975,117,0.9553805589675903
1618560189.4950843,118,0.9615603089332581
1618560201.3645418,119,0.9611619114875793
1618560213.0875764,120,0.9583767056465149
1618560224.9973273,121,0.9643967151641846
1618560237.165994,122,0.9565308094024658
1618560248.8003764,123,0.9663711786270142
1618560260.681677,124,0.9666284322738647
1618560272.3406425,125,0.9640970230102539
1618560283.9795063,126,0.962762713432312
1618560295.4350712,127,0.9670906066894531
1618560306.9086637,128,0.96537846326828
1618560318.4244704,129,0.9659263491630554
1618560329.8945582,130,0.960136353969574
1618560341.3589458,131,0.9651495814323425
1618560352.8121624,132,0.9654660224914551
1618560364.2728179,133,0.9606531858444214
1618560375.7542815,134,0.954106330871582
1618560387.2381692,135,0.9633917212486267
1618560398.7454932,136,0.9670572876930237
1618560410.2897353,137,0.9635539650917053
1618560421.7499766,138,0.9665911793708801
1618560433.2227216,139,0.9670540690422058
1618560444.6818402,140,0.9630036950111389
1618560456.1488636,141,0.9679104089736938
1618560467.6372921,142,0.9692280888557434
1618560479.1205394,143,0.9722755551338196
1618560490.685801,144,0.9706618785858154
1618560502.1390786,145,0.968086302280426
1618560513.6328287,146,0.9659069776535034
1618560525.13506,147,0.9620713591575623
1618560536.5842414,148,0.9684178829193115
1618560548.1017926,149,0.9677910208702087
1618560559.587058,150,0.9685250520706177
1618560571.0563698,151,0.9704468250274658
1618560582.5318983,152,0.9690054059028625
1618560594.0324912,153,0.9675789475440979
1618560605.5264127,154,0.9644585251808167
1618560617.0010483,155,0.968313992023468
1618560628.5160892,156,0.9609707593917847
1618560640.0162144,157,0.970090389251709
1618560651.5521383,158,0.9721367955207825
1618560663.3249989,159,0.9705305099487305
1618560674.9041417,160,0.9669977426528931
1618560686.9129326,161,0.9667367339134216
1618560698.4612293,162,0.9642488360404968
1618560710.3342335,163,0.963239312171936
1618560721.8148234,164,0.9717625379562378
1618560733.7578576,165,0.9710315465927124
1618560745.2705932,166,0.9672035574913025
1618560756.8152833,167,0.9697534441947937
1618560768.5618389,168,0.9730737209320068
1618560780.663625,169,0.9708415865898132
1618560792.9759972,170,0.9660552144050598
1618560804.662598,171,0.9685919880867004
1618560816.418873,172,0.9691123366355896
1618560828.359287,173,0.9695377349853516
1618560840.0509586,174,0.9701552987098694
1618560851.6877942,175,0.9699044823646545
1618560863.2217104,176,0.9710946679115295
1618560874.7115963,177,0.9713372588157654
1618560886.3591511,178,0.9653638005256653
1618560898.023743,179,0.9718315005302429
1618560909.5964074,180,0.970697283744812
1618560921.1484478,181,0.9727950096130371
1618560932.7012975,182,0.970389723777771
1618560944.245953,183,0.9737842082977295
1618560955.8192453,184,0.9730988144874573
1618560967.360989,185,0.974181056022644
1618560978.8879051,186,0.9671470522880554
1618560990.440603,187,0.9715968370437622
1618561001.9847682,188,0.9716036915779114
1618561013.5270653,189,0.9705243110656738
1618561025.0781674,190,0.9693846702575684
1618561036.6209483,191,0.9723985195159912
1618561048.134302,192,0.9737161993980408
1618561059.6619687,193,0.9738070368766785
1618561071.205784,194,0.9754994511604309
1618561082.762585,195,0.9735461473464966
1618561094.3158891,196,0.9731944799423218
1618561105.8812385,197,0.9745926260948181
1618561117.4293478,198,0.9706274271011353
1618561128.9792826,199,0.9762769937515259
1618561140.5219548,200,0.9767703413963318
